7/18/2020,71.46559
7/19/2020,71.385984
7/20/2020,71.600698
7/21/2020,71.725206
7/22/2020,71.7197
7/23/2020,71.7744
7/24/2020,71.83969
7/25/2020,71.83969
7/26/2020,71.860098
7/27/2020,72.013098
7/28/2020,72.060795
7/29/2020,72.1947
7/30/2020,72.262497
7/31/2020,72.376404
8/1/2020,72.376404
8/2/2020,72.36504
8/3/2020,72.447982
8/4/2020,72.557302
8/5/2020,72.572899
8/6/2020,72.6889
8/7/2020,72.76477
8/8/2020,72.90406
8/10/2020,72.893396
8/11/2020,72.938602
8/12/2020,73.048504
8/15/2020,73.15561
8/16/2020,73.091965
8/17/2020,73.107695
8/20/2020,73.46608
8/24/2020,73.668501
8/25/2020,73.756304
8/26/2020,73.7927
8/27/2020,73.877504
8/30/2020,73.8352
8/31/2020,74.11728
9/1/2020,74.248098
9/3/2020,74.332798
9/4/2020,74.43847
9/5/2020,74.43847
9/6/2020,74.465197
9/7/2020,74.653501
9/8/2020,74.644399
9/9/2020,74.704202
9/10/2020,74.783502
9/11/2020,74.83368
9/12/2020,74.83368
9/13/2020,74.881398
9/14/2020,75.053102
9/15/2020,75.133695
9/16/2020,75.183199
9/17/2020,75.316005
9/18/2020,75.30258
9/19/2020,75.30258
9/20/2020,75.256502
9/21/2020,75.513602
9/27/2020,75.767303
9/28/2020,76.054397
9/29/2020,76.1086
9/30/2020,76.175698
10/1/2020,76.187022
10/4/2020,76.846096
10/5/2020,76.944985
10/6/2020,77.076305
10/8/2020,77.112502
10/9/2020,77.113404
10/10/2020,77.113394
10/11/2020,77.213575
